"domain","title","category"
"university","Trường THCS Ông Ích Đường","Trường THCS"
"university","Cơ Sở Bồi Dưỡng Kiến Thức Văn Hóa Luyện Thi Đại Học Trọng Nhân","Trung tâm đào tạo"
"university","Khoa Giáo dục Thể chất - Đại học Đà Nẵng","Trung tâm giáo dục"
"university","Đại Học Thể Dục Thể Thao Đà Nẵng CS2","Trường đại học"
"university","Trường THCS Đỗ Thúc Tịnh","Trường THCS"
"university","Trung tâm giáo dục quốc phòng và an ninh","Tổ chức giáo dục"
"university","Đại học Duy Tân - cơ sở 3","Trường đại học"
"university","Trường Đại học Kỹ thuật Y-Dược Đà Nẵng (Cơ sở 2)","Trường đại học"
"university","Trường Trung học Cơ sở Nguyễn Du","Trường THCS"
"university","Trung Tâm Giáo Dục Quốc Phòng An Ninh Quân Khu 5","Tổ chức giáo dục"
"university","Trường Đại học Đông Á","Đại học tư thục"
"university","Trường Đại Học Phan Châu Trinh","Đại học tư thục"
"university","Trường THCS Trần Quốc Tuấn","Trường THCS"
"university","Trường Đại học Ngoại ngữ - Đại học Đà Nẵng","Trường đại học"
"university","Trung Tâm Đào Tạo Nghề Thành Công Việt","Trung tâm đào tạo"
"university","Trung tâm đào tạo ẩm thực nấm","Trung tâm đào tạo"
"university","Trung Tâm Đào Tạo VTE Đà Nẵng","Trung tâm đào tạo"
"university","Trung tâm đào tạo Marketing Online, Lập Trình, Thiết kế Toidayhoc vừa học vừa làm vừa nhận lương","Trung tâm giáo dục"
"university","Trường Đại học Kiến trúc Đà Nẵng","Trường đại học"
"university","Trung tâm Đào tạo Ngoại ngữ & Du học Hàn Quốc K-Dream","Trung tâm học hành"
"university","Trung tâm đào tạo lập trình Toidayhoc: Vừa học - vừa làm - vừa nhận lương","Trung tâm giáo dục"
"university","Trung Tâm Đào Tạo Lái Xe Mô Tô Tâm Thành Phát","Trung tâm giáo dục"
"university","Trung tâm dạy thêm Toán - Lý cô Hoài","Trung tâm giáo dục"
"university","Trung tâm Đào tạo Thường xuyên - Đại học Đà Nẵng","Trung tâm giáo dục"
"university","Trung Tâm Đào Tạo Nghệ Thuật Chopin ( Chopin Music Center)","Trung tâm giáo dục"
"university","Trung tâm đào tạo tester Đà Nẵng","Trung tâm đào tạo"
"university","Trung tâm Đào tạo bóng rổ GBA CS2","Trung tâm đào tạo"
"university","Trung tâm đào tạo nguồn nhân lực XKLĐ","Trung tâm giáo dục"
"university","Trung Tâm Đào Tạo Ảo Thuật K-Magic | Đà Nẵng","Trung tâm giáo dục"
"university","Dạy lái xe ô tô ( hạng B và C1)","Tổ chức giáo dục"
"university","Trung Tâm Đào Tạo Lập Trình Viên Quốc Tế - Softech Aptech - Đào Tạo Mỹ Thuật Đa Phương Tiện Quốc Tế - Softech Arena","Trung tâm đào tạo"
"university","Trung Tâm Đào Tạo & Phát Triển Bóng Rổ Jumpshot Thanh Khê","Trung tâm giáo dục"
"university","Trung Tâm dạy Nail","Trung tâm đào tạo"
"university","Trung Tâm Đào Tạo Tin học VITI","Trung tâm giáo dục"
"university","Trung tâm đào tạo IELTS TP HUB","Trung tâm giáo dục"
"university","S-Talent Academy - Trung tâm Đào tạo Nghệ thuật","Trung tâm đào tạo"
"university","Trung tâm dạy nghề Đà Nẵng","Trường dạy nghề"
"university","Trung tâm Đào tạo nghề & Thẩm mỹ Kiều Phương","Trung tâm đào tạo"
"university","TRUNG TÂM ĐÀO TẠO PHA CHẾ AN THỊNH KENBAR MIỀN TRUNG","Trung tâm giáo dục"
"university","Trung tâm đào tạo _ Ngôn ngữ_ Kỹ Năng_ Âm nhạc_ Đức Hóa","Trung tâm giáo dục"
"university","Trung tâm Đào tạo và Sản xuất Âm nhạc MQ Music.","Trung tâm đào tạo"
"university","iDesign - Trung tâm đào tạo Thiết kế chuyên nghiệp","Trung tâm đào tạo"
"university","VinaEnter - Đào Tạo Digital Marketing Cao Cấp","Trung tâm học hành"
"university","Trung tâm đào tạo tiếng Nhật SUKI","Trung tâm giáo dục"
"university","TRUNG TÂM ĐÀO TẠO AVN","Tổ chức giáo dục"
"university","Trung tâm đào tạo nguồn nhân lực cán bộ Đà Nẵng","Trung tâm giáo dục"
"university","Trung tâm đào tạo VDC III","Tổ chức giáo dục"
"university","Trung Tâm Anh Ngữ Ms. HUYEN AND FRIENDS","Trung tâm đào tạo"
"university","Sơn Chống thấm","Trung tâm đào tạo"
"university","Trung tâm Đào tạo bóng rổ GBA","Trung tâm giáo dục"
"university","Giải Pháp Marketing Online Cho Doanh Nghiệp - Uy Tín, Hiệu Quả","Trung tâm giáo dục"
"university","Trung tâm đào tạo Điện Ảnh Truyền Hình Miền Trung","Trung tâm đào tạo"
"university","Trung Tâm Đào Tạo Năng Khiếu Đà Nẵng - HY Dance Studio","Trường nghệ thuật"
"university","Trung Tâm Đào Tạo Hợp Tác Quốc Tế","Trung tâm đào tạo"
"university","Trung tâm Tin học Việt Tin","Trung tâm giáo dục"
"university","Trung Tâm Đào Tạo - Tư Vấn & Giới Thiệu Việc Làm","Trung tâm đào tạo"
"university","Trung Tâm Đào Tạo Và Cung Ứng Việc Làm Trí Việt","Trung tâm đào tạo"
"university","Trung Tâm Tư Vấn Đào Tạo D. S. C","Trung tâm đào tạo"
"university","Trung tâm đào tạo bóng đá - NaNi Kids Futsal CS16","Trường thể thao"
"university","Trung Tâm Giáo Dục","Trường giáo dục dành cho người lớn"
"university","Trung Tâm Giáo Dục Kỹ Năng Sống Khai Minh Đức","Trung tâm giáo dục"
"university","Duc Tri EduPark - Công viên giáo dục Đức Trí","Trung tâm giáo dục"
"university","Ozland by the Lake","Trung tâm giáo dục"
"university","Lớp Văn Hoá Truyền Thống","Trung tâm giáo dục"
"university","Harmony Waldorf-inspired Đà Nẵng","Trung tâm giáo dục"
"university","Trung Tâm GDTX Số 3 TP Đà Nẵng","Tổ chức giáo dục"
"university","Trung tâm huấn luyện dự bị động viên Đồng Xanh - Đồng Nghệ","Tổ chức giáo dục"
"university","Trung Tâm Gd Thường Xuyên Hướng Nghiệp Liên Chiểu","Trường giáo dục dành cho người lớn"
"university","Trung tâm Giáo dục thường xuyên Số 2 thành phố Đà Nẵng","Trường trung học phổ thông"
"university","Trung Tâm Giáo dục nghề nghiệp Đà Nẵng","Trường kỹ thuật"
"university","Trung tâm GDTX Số 1 Tp Đà Nẵng (cs 2)","Trường giáo dục dành cho người lớn"
"university","Trung tâm Giáo dục Thường xuyên","Trung tâm giáo dục"
"university","Lớp học Toán thầy Lộc","Trung tâm giáo dục"
"university","Trung tâm GDTX Số 1 Tp Đà Nẵng","Trung tâm học hành"
"university","Trung tâm bảo trợ Nạn nhân chất độc da cam và trẻ em bất hạnh Tp. Đà Nẵng - Cơ sở 2","Trung tâm giáo dục"
"university","Trung tâm giáo dục Huỳnh Phước Quảng","Trung tâm giáo dục"
"university","Trung Tâm Giáo Dục Thường Xuyên Huyện Điện Bàn","Trường giáo dục dành cho người lớn"
"university","Trung tâm giáo dục BÚT VIỆT - PHƯỚC LÝ: * LUYỆN CHỮ ĐẸP* - * TIỀN TIỂU HỌC*","Trung tâm giáo dục"
"university","Trung Tâm Giáo Dục Và Phát Triển Kỹ Năng Trí Tuệ Hướng Dương","Trung tâm giáo dục"
"university","Trung Tâm Giáo Dục Phú Minh","Trung tâm giáo dục"
"university","TRUNG TÂM GIÁO DỤC THƯỜNG XUYÊN TỈNH HƯNG YÊN","Tổ chức giáo dục"
"university","Giáo Dục Trí Phan","Trung tâm giáo dục"
"university","Cô Duyên","Trung tâm giáo dục"
"university","Trung tâm giáo dục - can thiệp hỗ trợ tâm lý Kids Home","Trung tâm giáo dục"
"university","Trung tâm Giáo dục Olympic","Trung tâm giáo dục"
"university","Trung tâm giáo dục nghề nghiệp, giáo dục thường xuyên huyện Thanh Trì cơ sở 2","Trung tâm giáo dục"
"university","HỆ THỐNG TRUNG TÂM GIÁO DỤC NEW SKY","Trung tâm giáo dục"
"university","Trung tâm tâm lý giáo dục - An Nguyên","Trung tâm giáo dục"
"university","Chipmunk Garden","Trung tâm giáo dục"
"university","TRUNG TÂM DẠY HỌC - BỒI DƯỠNG KIẾN THỨC & LUYỆN THI EDUCATE - TRÍ TÂM","Trung tâm giáo dục"
"university","ヒノキ日本語クラス","Trung tâm giáo dục"
"university","TRUNG TÂM GIÁO DỤC ĐỊNH HƯỚNG DELIGHT WORKS","Trung tâm giáo dục"
"university","Dịch Vụ Kế Toán Đà Nẵng - Huệ Trần","Trung tâm giáo dục"
"university","Trung Tâm Nhân Đức","Trung tâm giáo dục"
"university","Công ty TNHH Trung tâm Giáo dục Phong Nam","Trung tâm luyện thi"
"university","Trung Tâm Bồi Dưỡng Kiến Thức ZERO","Trung tâm giáo dục"
"university","Trung tâm hỗ trợ phát triển Giáo dục hòa nhập Edunow","Trung tâm giáo dục"
"university","Trung Tâm Giáo Dục Dạy Nghề 05 - 06","Trường dạy nghề"
"university","TRUNG TÂM GIÁO DỤC MYMY","Trường tiểu học"
"university","Trung tâm luyện chữ đẹp","Trung tâm giáo dục"
"university","Trung tâm Hoa Thảo Tiên","Trung tâm giáo dục"
"university","TRUNG TÂM LUYỆN CHỮ ĐẸP NÉT VIỆT","Trung tâm giáo dục"
"university","Trung tâm giáo dục vanda","Trung tâm giáo dục"
"university","Trung tâm giáo dục và trị liệu trẻ em Sunshine","Trung tâm giáo dục"
"university","Trung Tâm English Lily Nguyễn","Trung tâm giáo dục"
"university","Trung Tâm Anh Ngữ Ms Trinh","Trung tâm giáo dục"
"university","Trung tâm Giáo dục văn hóa và rèn luyện kỹ năng EPO","Trung tâm giáo dục"
"university","TRUNG TÂM TIẾNG NHẬT SAORI","Trung tâm giáo dục"
"university","Trung tâm Khoa Trí Quang Châu","Trung tâm giáo dục"
"university","Trung tâm Giáo dục KMK","Trung tâm giáo dục"
"university","Trung Tâm Giáo Dục Chất Lượng Cao Dana School","Tổ chức giáo dục"
"university","Trung Tâm Giáo Dục Thường Xuyên Thường Tín Hà Nội","Trung tâm đào tạo"
"university","Trung Tâm Giáo Dục Nghề Nghiệp - Giáo Dục Thường Xuyên Thành Phố Huế","Trung tâm giáo dục"
"university","Trung Tâm Giáo Dục Phúc Trí","Trường giáo dục phổ thông"
"university","Trung Tâm Dạy Nghề Lái Xe Ôtô – MôTô Miền Trung","Trường dạy nghề"
"university","Trung tâm anh ngữ SUNFLOWER.HT","Trung tâm giáo dục"
"university","Trung Tâm Anh Ngữ Dnv","Trung tâm giáo dục"
"university","Trường Trung Tâm GDNN-GDTX Huyện Phú Xuyên, Thành phố Hà Nội","Trung tâm giáo dục"
"university","Trung Tâm Tiếng Anh Ivy English Hoà Khánh","Trung tâm giáo dục"
"university","Trung tâm Tiếng Anh New Sky","Trung tâm giáo dục"
"university","Minh Vuong Edu - Trung tâm Anh ngữ","Trung tâm giáo dục"
"university","Công ty Cổ phần Giáo dục Nobel Việt Nam","Trung tâm giáo dục"
"university","Trung tâm giáo dục Phúc An","Trung tâm giáo dục"
"university","Trung tâm Toán Trí Tuệ Superbrain Hòa Khánh","Trung tâm giáo dục"
"university","Trung tâm Giáo dục hoà nhập Hoa xương rồng - Hỗ trợ trẻ tự kỷ","Trung tâm giáo dục"
"university","Trung Tâm Nghệ Thuật Chill Art","Trung tâm giáo dục"
"university","Trung tâm Giáo dục Quốc phòng - An ninh và Thể thao, Đại học Đà Nẵng","Khoa học thuật"
"university","Trung Tâm Giáo Dục Thường Xuyên Ba Đình","Trung tâm học hành"
"university","Trung tâm Tuệ Lâm","Tổ chức giáo dục"
"university","Trung tâm Ngoại ngữ Success - Công ty CP Giáo dục Nobel Vietnam","Trung tâm giáo dục"
"university","Trung Tâm GDNN - GDTX Quận 1","Trung tâm giáo dục"
"university","Trung Tâm Giáo Dục Nghề Nghiệp- Giáo Dục Thường Xuyên Quận Thanh Xuân","Trường dạy nghề"
"university","Trung Tâm giáo dục thường xuyên Đống Đa","Trường giáo dục dành cho người lớn"
"university","DNV English Center","Tổ chức giáo dục"
"university","Trung tâm Ngoại Ngữ BritTop Education","Trung tâm giáo dục"
"university","Trung tâm Giáo dục thường xuyên - Hướng nghiệp Nghệ An","Trung tâm học hành"
"university","Trung tâm giáo dục Melcap","Trung tâm giáo dục"
"university","Trung Tâm GDNN - GDTX Quận Bình Tân","Trường dạy nghề"
"university","Trung tâm tiếng Anh WISE ENGLISH 380 Tôn Đức Thắng","Trường dạy tiếng Anh"
"university","Trung Tâm GDNN - GDTX Quận 8","Trung tâm giáo dục"
"university","TRUNG TÂM ANH NGỮ BEC","Trung tâm giáo dục"
"university","TRUNG TÂM TOÁN HỌC PYTAGO HƯNG YÊN","Trung tâm giáo dục"
"university","Cơ sở 2, Phân hiệu Đại học Đà Nẵng tại Kon Tum","Trường đại học"
"university","Học viện Phụ nữ Việt Nam","Đại học công lập"
"university","HLU News","Trường đại học"
"university","Trung Tâm Đào Tạo Pha Chế Vietblend - Chi nhánh Hà Nội","Trường dạy nghề"
"university","Lớp Toán Thầy Đức Cô My","Trung tâm giáo dục"
"university","Hòa Ma Toán - CS Nguyễn Chí Thanh - Luyện Thích Học Toán","Trường cao đẳng/đại học sư phạm"
"university","Trường Đại học Giáo dục - Đại học Quốc gia Hà Nội","Trường đại học"
"university","Trường Đại học Văn hóa Nghệ thuật Quân đội","Trường đại học"
"university","Trường Đại học thanh thiếu niên","Trường đại học"
"university","University Access Centre (UAC) - Trung Tâm Tiếp Cận Đại Học","Trung tâm giáo dục"
"university","Đại học Nam Columbia tại Việt Nam","Trường đại học"
"university","Trường đại học sân khấu điện ảnh","Trường đại học"
"university","Học viện Hành chính và Quản trị công","Trường đại học"
"university","trường đại học (nơi tình iu bắt đầu)","Trường đại học"
"university","Học viện Chính sách và Phát triển","Trường đại học"
"university","Học viện Tài chính - Dự án đào tạo Thạc sĩ Tài chính Quốc tế","Trường đại học"
"university","Khoa Trang Trí Nội Ngoại Thất, Đại học Mỹ thuật Công Nghiệp","Đại học công lập"
"university","Giảng đường nhà D, Trường Đại học Văn hóa Hà Nội","Khoa học thuật"
"university","Đại học đông đô","Trường đại học"
"university","Trường Đại Học Mở Hà Nội - Cơ Sở Đào Tạo Hệ VLVH","Trường đại học"
"university","Columbia Southern University Hà Nội","Trường đại học"
"university","Giáo Dục Thụy Điển","Trường đại học"
"university","Trường Trung Cấp Đa Ngành Hà Nội","Trường dạy nghề"
"university","Học Viện Âm Nhạc Quốc Gia Việt Nam","Nhạc viện"
"university","Khóa học MBA online","Trường đại học"
"university","Viện Nghiên cứu Lý thuyết và Ứng dụng - Đại học Duy Tân","Trường đại học"
"university","Viện Đại học Sydney Việt Nam","Viện nghiên cứu"
"university","Giảng đường nhà B, Trường Đại học Văn hóa Hà Nội","Khoa học thuật"
"university","Viện Nghiên cứu Giáo dục Đại học Việt Nam","Trung tâm giáo dục"
"university","Trung tâm luyện thi đại học thầy Tùng toán - Cơ sở 1","Trung tâm luyện thi"
"university","Văn phòng ASEAN - Đại học Ritsumeikan","Trường đại học"
"university","Ký túc xá B3 - Đại học Bách khoa Hà Nội","Trường đại học"
"university","Viện Hàn lâm Khoa học xã hội Việt Nam","Viện nghiên cứu"
"university","lớp vẽ ARC Hà Nội","Trung tâm giáo dục"
"university","Tuyển sinh Trường Đại học Bách Khoa Hà Nội","Trường đại học"
"university","TRUNG TÂM ĐÀO TẠO VÀ PHÁT TRIỂN GIÁO DỤC EG VIETNAM","Trường đại học"
"university","Nhà 12 Trường ĐH KTQD","Trường đại học"
"university","Trường THCS Trưng Vương","Trường THCS"
"university","Viện Khoa Học Kinh Tế Xây Dựng","Trường đại học"
"university","đống đa Hà Nội","Trường THCS"
"university","Khoa Sau Đại Học - Trường Đại học Công đoàn","Trường sau đại học"
"university","Trường THCS Nguyễn Du","Trường THCS"
"university","Trạm y tế Đại học Bách khoa Hà Nội","Trường đại học"
"university","Trung tâm Luyện Thi Đại Học Thiên Sâm","Trung tâm giáo dục"
"university","Tòa D3 Đại học Bách Khoa Hà Nội","Trường đại học"
"university","Du học Nga","Tổ chức giáo dục"
"university","Trường THCS Nguyễn Trường Tộ","Trường THCS"
"university","Viện đào tạo & phát triển nhân lực DNT","Trung tâm giáo dục"
"university","Học viện đào tạo Huấn luyện viên thực chiến","Trung tâm đào tạo"
"university","Hệ Thống Đào Tạo Lập Trình Viên Chất Lượng Cao Techacademy","Trung tâm đào tạo"
"university","Trường Nghệ Thuật ICA","Nhạc viện"
"university","Trường Trung Cấp Nghề Du Lịch Hà Nội - HHTC","Trường dạy nghề"
"university","Trung Tâm Đào Tạo Vận Động Viên Cấp Cao Hà Nội","Trường thể thao"
"university","Trung Tâm Đào tạo Quản trị sản xuất PMCVietnam","Trường học tư nhân"
"university","Học Viện Quản Lý PACE (VP Hà Nội) | Đào tạo Quản lý Lãnh Đạo & Tư vấn Quản Trị Doanh Nghiệp","Tổ chức giáo dục"
"university","Học viện đào tạo G-Talent","Trường học tư nhân"
"university","Học viện đào tạo âm nhạc Kul Academy","Trung tâm đào tạo"
"university","Techmaster","Trường đào tạo máy tính"
"university","Học viện NetPro","Trường đào tạo máy tính"
"university","VTC Academy Trung Kính - Hà Nội","Trung tâm giáo dục"
"university","Trường Đại học Điện Lực","Đại học công lập"
"university","Trường đh","Trường đại học"
"university","Trường Đại học Kinh tế - ĐHQGHN","Trường đại học"
"university","Cử nhân Việt Hàn,Thạc sĩ Tài chính Việt Pháp Khoa Đào tạo quốc tế FTU","Trường đại học"
"university","Trường Đại Học Ngoại Ngữ - ĐHQGHN","Trường đại học"
"university","Đại Học Greenwich Việt Nam","Trường đại học"
"university","Trường học IIFE hvtc","Trường đại học"
"university","Trường Cao Đẳng Dầu Khí Việt Nam - Cn Văn Phòng","Trường đại học"
"university","Khoa Công trình, Trường Đại học Giao thông vận tải","Khoa học thuật"
"university","Tòa C - Trường Đại học Sư phạm Hà Nội","Trường đại học"
"university","Nhà A1 - Trường Đại học Ngoại ngữ","Trường đại học"
"university","Trường THPT Chu Văn An","Trường trung học phổ thông"
"university","Trường đại học Lao động-Xã hội","Trường đại học"
"university","Trường Đại học Luật - Đại học quốc gia Hà Nội","Trường đại học"
"university","NOVA International Education Company (NOVA EDU., JSC)","Trường đại học"
"university","Trường THPT Văn Lang","Trường cấp ba"
"university","Trường Cao Đẳng Asean","Trường đại học"
"university","Học viện yêu Vlady","Trung tâm giáo dục"
"university","Học Viện Thanh Thiếu Niên Việt Nam - TW Đoàn Thanh Niên Cộng Sản Hồ Chí Minh","Trường đại học"
"university","Học Kỳ Quân Đội - Học viện Thanh thiếu niên Việt Nam","Tổ chức giáo dục"
"university","Học viện Công nghệ X-Class","Trung tâm giáo dục"
"university","HỌC VIỆN AIUNI","Trung tâm giáo dục"
"university","THALIC VOICE - Học viện Giọng nói và Kỹ năng","Trung tâm giáo dục"
"university","Học viện Chuyên viên Quản lý nhà nước","Trung tâm giáo dục"
"university","Học Viện Ngôn Ngữ Anh Quốc ABIT","Trung tâm giáo dục"
"university","Học Viện Quản Lý Chuyên Nghiệp","Trung tâm đào tạo"
"university","Top Edu - Học Viện Ngôi Sao","Trung tâm giáo dục"
"university","Học Viện GITA","Trung tâm giáo dục"
"university","Học Viện Doanh Nhân Vân Nguyên Edubiz","Trường giáo dục dành cho người lớn"
"university","Dạy Ảo thuật tại Hà Nội - Học viện Ảo thuật Việt Nam","Trường nghệ thuật"
"university","Học viện Wonder Hu","Trung tâm giáo dục"
"university","Học Viện Expertrans EI","Trường ngoại ngữ"
"university","Học viện NIJI","Trung tâm giáo dục"
"university","Học viện amiCoach","Trường dạy nghề"
"university","Viện Kinh tế - Tài chính, Học viện Tài chính","Viện nghiên cứu"
"university","Toà D - Học viện Ngoại giao","Trường đại học"
"university","Cổng C - Học viện Phụ nữ Việt Nam","Trường đại học"
"university","Học Viện Sao Nam Việt","Tổ chức giáo dục"
"university","Khoa Chính trị học - Học Viện Thanh Thiếu Niên Việt Nam","Trường đại học"
"university","Trung Tâm Thanh Nhạc EDUMESA","Trung tâm đào tạo"
"university","SPLUS Academy - Học theo nhu cầu","Trung tâm giáo dục"
"university","Canada Academy of Music (Học viện Âm nhạc Canada)","Trung tâm giáo dục"
"university","Học viện Hiền Tài","Trung tâm giáo dục"
"university","Kí Túc Xá Học viện Thanh thiếu niên Việt Nam","Tổ chức giáo dục"
"university","Trung tâm tiếng Đức German Link - Tòa nhà hội sở","Trung tâm giáo dục"
"university","Học Phun Xăm, Spa, Nail - Học viện thẩm mỹ Quốc Tế SCI","Tổ chức giáo dục"
"university","Học viện WECAP","Trung tâm đào tạo"
"university","ASA - Học viện Giáo dục - Thể thao Hoa Kỳ","Trung tâm giáo dục"
"university","OMSOHA - Học Viện Năng Lượng Tỉnh Thức","Trung tâm đào tạo"
"university","Master Media Academy","Tổ chức giáo dục"
"university","Havina Language Academy","Trường dạy tiếng Anh"
"university","Học viện Thẩm mỹ Zen Academy 미용 아카데미","Trung tâm đào tạo"
"university","Học viện Beauty Plus - Dr Jin Medical Beauty","Trung tâm giáo dục"
"university","Học Viện Toán Sơ Đồ - MathMap Academy","Trung tâm đào tạo"
"university","IM Group - Hệ Thống Học Viện Kinh Doanh Số (Văn phòng Hà Nội)","Trung tâm giáo dục"
"university","CÔNG TY CỔ PHẦN HỌC VIỆN GIÁO DỤC KARMA","Tổ chức giáo dục"
"university","Shichida Kim Ma","Tổ chức giáo dục"
"university","Mỹ Thuật Yết Kiêu","Trung tâm trường học"
"university","Vinalink Academy - Trung tâm học Digital Marketing Online","Trung tâm đào tạo"
"university","Plato Branding Academy","Tổ chức giáo dục"
"university","American Edu-Sports Academy","Trường thể thao"
"university","BT Academy - Đào tạo giọng nói và thần thái doanh nghiệp","Trung tâm giáo dục"
"university","Global Academy","Tổ chức giáo dục"
"university","Bờm Academy","Tổ chức giáo dục"
"university","ASEAN ACADEMY","Trung tâm đào tạo"
"university","Kolin Academy","Trung tâm giáo dục"
"university","Tomorrow Marketers Academy","Trung tâm giáo dục"
"university","Linh Linh makeup store & Academy","Trung tâm giáo dục"
"university","Impactus Academy","Trường dạy tiếng Anh"
"university","Nana Model Academy","Trung tâm đào tạo"
"university","rèn academy","Trung tâm đào tạo"
"university","D'amélie Piano Academy","Trung tâm giáo dục"
"university","Trung tâm Luyện thi Hồng Long Academy","Trung tâm luyện thi"
"university","Phương Vũ Academy","Tổ chức giáo dục"
"university","VTI Academy","Trung tâm giáo dục"
"university","MVV Academy","Tổ chức giáo dục"
"university","Viện Vũ trụ và Địa không gian Vega","Trung tâm giáo dục"
"university","TràThuLe makeup academy HN","Trung tâm giáo dục"
"university","GITA Academy","Trung tâm trường học"
"university","UB Academy - Trung tâm Đào tạo Nghiệp vụ Ngân hàng Tài chính","Tổ chức giáo dục"
"university","EME DJ Academy","Trường học tư nhân"
"university","Thanh nhạc Voice Academy","Nhạc viện"
"university","Havina Business Academy","Tổ chức giáo dục"
"university","Eternal Studio - DJ & Dance Academy","Trung tâm giáo dục"
"university","FLOART ACADEMY","Trường nghệ thuật"
"university","Golden Key Language Academy - Trung tâm Đào tạo Ngoại ngữ","Trường dạy tiếng Anh"
"university","Viet Nam NLP Academy","Trung tâm đào tạo"
"university","BrainSTEM English Academy - 2A Nguyên Hồng","Trường dạy tiếng Anh"
"university","Institute of International Finance Education - Academy of Finance","Trường kinh doanh"
"university","Trường Cao đẳng Công nghệ và Thương mại Hà Nội","Trường đại học"
"university","Trường Cao đẳng nghề Điện","Trường kỹ thuật"
"university","Trường Cao Đẳng Y tế Phú Thọ - Hà Nội","Trường y"
"university","Trường Cao đẳng Y Dược Pasteur cơ sở Thái Thịnh","Trường cao đẳng/đại học tư thục"
"university","Trường Cao đẳng Y Dược Pasteur Hà Nội","Trường y"
"university","Khoa Công Nghệ Ô Tô - Cao Đẳng Bách Khoa","Tổ chức giáo dục"
"university","Trường Cao đẳng Quản lý và Kinh doanh Hà Nội","Trường cao đẳng/đại học tư thục"
"university","Trường cao đẳng du lịch","Trường đại học"
"university","Trường Trung cấp Nghề May và Thời trang Hà Nội.","Trường dạy nghề"
"university","Xưởng thực hành B4A khoa Cơ khí - Trường Cao đẳng nghề Bách Khoa Hà Nội","Trường đại học"
"university","Văn phòng tư vấn trường Cao đẳng Công nghệ Viettronics","Tổ chức giáo dục"
"university","Trường Cao Đẳng Nghề Icare","Trường dạy nghề"
"university","Trường Cao Đẳng Công Nghệ Ngoại Thương","Trường đại học"
"university","Trường Trung Cấp Kinh Tế Kỹ Thuật Hà Nội 1","Trường kỹ thuật"
"university","Trường Trung cấp xây dựng Hà Nội","Tổ chức giáo dục"
"university","Công ty Cổ Phần Trường Cao Đẳng Quốc Tế Hà Nội","Tổ chức giáo dục"
"university","Trường Cao đẳng Ngoại ngữ và Công nghệ Hà Nội","Tổ chức giáo dục"
"university","CS2 - Trường Cao đẳng Công nghệ và Thương mại Hà Nội","Tổ chức giáo dục"
"university","Trường Cao Đẳng Công nghệ và Du lịch","Trường dạy nghề"
"university","Trường Cao Đẳng Ngoại Ngữ","Tổ chức giáo dục"
"university","Trường Cao Đẳng Y Dược Cộng Đồng","Trung tâm giáo dục"
"university","Trường Cao Đẳng Công Nghệ Và Du Lịch - Cơ sở đào tạo tại Hà Nội","Trường dạy nghề"
"university","Trường Cao Đẳng đào tạo tiếng hàn Hà Nội chất lượng","Trường ngoại ngữ"
"university","Văn Phòng Tuyển Sinh - Trường Cao Đẳng Bách Nghệ","Tổ chức giáo dục"
"university","Trường Trung Cấp Nghề Đồng Hồ - Điện Tử - Tin Học","Trường kỹ thuật"
"university","Trung tâm Tiếng Hàn HANEDU","Trung tâm giáo dục"
"university","Trường Cao đẳng Bách khoa Việt Nam","Tổ chức giáo dục"
"university","Trung Tâm Liên Thông Cao Đẳng Mầm Non","Trung tâm giáo dục"
"university","Cao đẳng nghề bách khoa","Trường đại học"
"university","Nhà học A17 Cao đẳng nghề Bách Khoa","Tổ chức giáo dục"
"university","Trường Cao đẳng GTVT Trung ương I - Cơ sở Đông Ngạc","Trường đại học"
"university","Học viện King Sejong Huế","Trung tâm giáo dục"
"university","Học Viện Hành Chính Quốc Gia","Đại học công lập"
"university","Viện Khoa Học Nông Nghiệp Việt Nam","Cơ sở tôn giáo"
"university","Học viện Âm nhạc Huế","Trường đại học"
"university","Viện Đào tạo mở và Công nghệ thông tin - Đại học Huế","Trường cao đẳng/đại học mở"
"university","Viện Tài Nguyên và Môi Trường, Đại học Huế","Viện nghiên cứu"
"university","Haland English Academy","Trung tâm giáo dục"
"university","Trường Đại học Nông Lâm Huế","Trường đại học"
"university","Đại Học Huế - Viện Tài Nguyên, Môi Trường Và Công Nghệ Sinh Học","Trường đại học"
"university","Trường Cao đẳng Huế","Trường cao đẳng cộng đồng"
"university","Thầy Trung Dạy Lái Xe Ôtô Trường Cao Đẳng Huế","Trường dạy nghề"
"university","Trường THPT Bùi Thị Xuân","Trường cấp ba"
"university","Trung tâm Ngoại ngữ E-space","Trung tâm giáo dục"
"university","Học viện Đào tạo Quốc tế ANI","Trung tâm đào tạo"
"university","Trường Đại học PXU ( PXU )","Trường đại học"
"university","Trường Đại học Khoa học Huế","Trường đại học"
"university","Trường Đại học Nghệ thuật Huế","Trường đại học"
"university","Trung Tâm Kỹ Thuật Tổng Hợp Hướng Nghiệp Thành Nội","Trường dạy nghề"
"university","Ban Công Tác Sinh Viên Đại Học Huế","Tổ chức giáo dục"
"university","Trường Đại học Y Dược Huế","Trường đại học"
"university","Trường Đại học Sư phạm Huế","Trường đại học"
"university","Trường Đại Học Ngoại Ngữ Huế","Tổ chức giáo dục"
"university","Trường Đại học Phú Xuân","Trường đại học"
"university","Học Viện Cán Bộ Quản Lý Xây Dựng Và Đô Thị","Cơ sở tôn giáo"
